,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data
3236,300,simple,0.05,barabasi-albert,10,0.25,0.25,0.005,4,"[0. 0. 1. 1. 1. 0. 1. 0. 4. 2. 2. 2. 4. 4. 1. 2. 1. 2. 0. 0. 4. 2. 1. 4.
 3. 3. 2. 4. 1. 2. 5. 5. 4. 4. 2. 3. 3. 3. 6. 4. 2. 1. 1. 5. 2. 5. 5. 4.
 6. 4. 4. 4. 4. 3. 6. 2. 0. 5. 1. 5. 6. 4. 1. 3. 3. 2. 3. 3. 4. 2. 0. 3.
 1. 1. 0. 5. 3. 1. 4. 3. 0. 3. 3. 2. 0. 0. 3. 3. 2. 2. 2. 1. 2. 4. 2. 2.
 0. 1. 1. 0. 2. 1. 2. 1. 0. 1. 2. 2. 1. 0. 1. 1. 1. 1. 1. 2. 3. 0. 1. 1.
 0. 1. 2. 1. 1. 1. 1. 0. 0. 0. 1. 0. 3. 0. 2. 1. 0. 1. 2. 1. 1. 1. 0. 1.
 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 2. 1. 0. 1. 2.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
3237,300,simple,0.05,barabasi-albert,10,0.25,0.25,0.005,4,"[ 0.  0.  0.  0.  2.  1.  1.  2.  0.  0.  1.  0.  0.  1.  1.  3.  3.  1.
  3.  4.  5. 10.  7.  5.  8.  7.  2.  3.  7.  3.  5.  6.  0.  3.  6.  7.
  3.  6.  0.  3.  5.  1.  2.  5.  5.  5.  2.  4.  5.  3.  1.  4.  5.  4.
  1.  8.  3.  2.  0.  0.  3.  4.  1.  1.  5.  1.  2.  3.  4.  1.  2.  1.
  4.  2.  0.  1.  0.  2.  4.  4.  1.  1.  1.  4.  1.  2.  2.  3.  1.  4.
  1.  2.  1.  0.  0.  0.  2.  1.  1.  1.  3.  1.  0.  0.  2.  1.  0.  3.
  3.  1.  1.  0.  1.  1.  1.  1.  2.  1.  1.  2.  0.  0.  1.  0.  1.  0.
  2.  2.  2.  1.  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  2.  1.
  1.  1.  0.  0.  0.  0.  0.  0.  4.  0.  0.  1.  0.  0.  1.  0.  1.  0.
  0.  0.  0.  0.  0.  2.  0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.
  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3238,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  5.
  4.  5.  4.  7.  6. 14. 11. 10. 10. 11. 12.  4.  6.  7.  4.  6.  5.  6.
  6.  4.  6.  9.  7.  4.  4.  3.  8.  4.  4.  3.  4.  4.  5.  5.  1.  4.
  2.  4.  1.  2.  2.  3.  5.  0.  0.  1.  2.  1.  2.  2.  4.  1.  0.  1.
  1.  2.  0.  2.  0.  1.  1.  1.  3.  1.  1.  3.  0.  2.  1.  3.  1.  1.
  2.  1.  1.  1.  0.  2.  0.  1.  0.  3.  2.  3.  1.  0.  1.  1.  1.  1.
  1.  1.  0.  1.  1.  1.  0.  1.  0.  0.  2.  0.  0.  1.  1.  1.  0.  0.
  0.  4.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  1.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3239,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  3.  2.  8.  7.  7.  5.  6.
 14. 13. 11.  7. 12. 10.  5. 10.  6.  6.  4.  5.  8.  3.  4.  4. 10.  5.
  8.  0.  9.  3.  5.  5.  2.  3.  3.  2.  9.  5.  2.  6.  1.  6.  5.  4.
  1.  4.  3.  1.  3.  0.  5.  2.  4.  0.  1.  1.  4.  1.  0.  1.  0.  4.
  3.  2.  2.  3.  2.  1.  0.  3.  1.  0.  0.  3.  0.  2.  0.  2.  1.  2.
  2.  0.  1.  1.  2.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.
  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3240,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,0,"[0. 0. 1. 1. 3. 1. 3. 2. 6. 3. 5. 2. 7. 7. 5. 4. 3. 3. 5. 4. 3. 4. 7. 4.
 1. 5. 6. 6. 6. 8. 6. 6. 6. 8. 8. 6. 3. 3. 1. 7. 7. 1. 3. 2. 5. 2. 5. 1.
 1. 2. 2. 2. 2. 3. 5. 1. 4. 3. 4. 4. 0. 2. 1. 6. 1. 4. 0. 3. 5. 6. 2. 1.
 4. 1. 2. 0. 1. 2. 0. 3. 0. 0. 1. 1. 1. 2. 3. 2. 3. 3. 0. 1. 2. 2. 1. 2.
 2. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 2. 1. 2. 1. 0. 0. 0. 0. 1. 0. 2. 0.
 1. 0. 0. 0. 1. 0. 2. 1. 0. 0. 2. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
3241,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,0,"[ 0.  0.  0.  0.  1.  0.  3.  0.  0.  2.  5.  2.  4.  3.  5.  5.  2.  9.
  8.  6.  3.  5.  5.  9.  4.  4.  9.  4.  6.  6.  3.  4.  3.  6.  5. 11.
  3.  6.  6.  5.  3.  4.  2.  4.  5.  7.  2.  5.  1.  0.  6.  8.  3.  7.
  3.  5.  2.  1.  4.  0.  5.  1.  0.  1.  3.  4.  4.  2.  1.  2.  2.  2.
  0.  0.  1.  2.  5.  2.  3.  3.  0.  1.  0.  0.  1.  1.  2.  2.  2.  1.
  0.  1.  1.  2.  1.  0.  2.  0.  0.  2.  3.  1.  1.  3.  1.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  1.  0.  0.  2.  0.  0.
  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  2.  0.  1.  0.  0.  0.  0.  2.
  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.
  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3242,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,0,"[0. 0. 0. 0. 0. 1. 1. 1. 3. 2. 5. 3. 2. 5. 7. 4. 4. 6. 6. 4. 2. 2. 5. 4.
 8. 5. 2. 8. 6. 6. 6. 7. 2. 5. 3. 9. 5. 6. 3. 6. 9. 5. 7. 2. 5. 5. 4. 2.
 5. 3. 4. 2. 6. 1. 4. 2. 7. 3. 5. 1. 3. 2. 2. 3. 3. 4. 1. 1. 3. 2. 2. 2.
 1. 3. 2. 0. 1. 0. 2. 3. 1. 2. 0. 3. 1. 0. 2. 1. 2. 1. 1. 0. 0. 1. 0. 1.
 1. 0. 2. 1. 0. 1. 2. 1. 1. 2. 1. 2. 1. 3. 1. 0. 1. 0. 1. 0. 2. 1. 0. 2.
 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 1. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
3243,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,1,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  1.  2.  3.  5.  0.  6.  5.  4.  9.  3.  5. 11.  4.
  5.  6.  7.  6.  4.  5.  8.  5.  5.  7.  7.  2.  6.  6.  7. 10.  4.  3.
  3.  6.  6.  2.  4.  2.  2.  5.  2.  5.  4.  5.  7.  5.  4.  2.  3.  4.
  3.  2.  3.  0.  4.  1.  1.  1.  1.  1.  4.  0.  2.  1.  0.  4.  4.  2.
  1.  3.  1.  3.  1.  0.  1.  0.  3.  2.  1.  1.  2.  0.  0.  1.  1.  1.
  1.  1.  0.  2.  0.  1.  0.  0.  0.  0.  4.  2.  1.  0.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  2.  0.  1.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  1.  0.
  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3244,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,1,"[ 0.  0.  1.  3.  2.  5.  4.  3.  2.  7.  5.  7.  3.  3.  5.  9.  6.  3.
  5.  5.  5.  6.  4.  5.  5.  1.  8.  6. 10.  4.  8.  2.  2.  8.  9.  4.
  5.  3.  3.  4.  5.  4.  5.  3.  2.  1.  4.  1.  1.  1.  2.  2.  1.  2.
  0.  6.  4.  6.  1.  1.  3.  2.  5.  3.  1.  1.  2.  2.  1.  3.  2.  1.
  2.  1.  5.  0.  1.  0.  1.  3.  3.  1.  0.  3.  0.  1.  1.  0.  1.  4.
  1.  0.  1.  2.  1.  0.  0.  1.  2.  2.  0.  0.  1.  0.  0.  2.  2.  3.
  2.  2.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3245,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,1,"[ 0.  0.  3.  4.  6.  6.  5.  5.  6.  7.  5.  7.  3.  5.  1.  7.  6.  3.
  7.  5.  4.  9.  5.  5. 10.  3.  6.  7.  4.  5.  4.  0.  3.  6.  1.  6.
 12.  2.  6.  4.  2.  1.  1.  1.  3.  7.  4.  5.  5.  2.  3.  3.  2.  2.
  2.  4.  1.  2.  5.  0.  2.  0.  1.  2.  4.  2.  2.  1.  2.  0.  0.  0.
  3.  1.  3.  1.  2.  3.  1.  4.  1.  3.  2.  2.  0.  0.  1.  2.  0.  2.
  3.  0.  0.  1.  0.  2.  2.  0.  1.  1.  3.  0.  0.  0.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  2.  0.  1.  0.  1.  0.
  0.  0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3246,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,1,"[ 0.  2.  2.  4.  1.  1.  3.  4.  8.  5.  1.  5. 10.  5. 10.  8.  3.  6.
  6.  7.  4.  7.  2.  7.  7.  7.  3.  3.  2.  3.  6.  8.  3.  6.  6.  2.
  1.  2.  5.  2.  4.  2.  4.  3.  4.  6.  3.  4.  0.  1.  7.  3.  2.  7.
  4.  3.  3.  4.  5.  2.  2.  2.  1.  1.  1.  2.  3.  5.  1.  2.  2.  1.
  1.  2.  0.  2.  3.  1.  2.  1.  0.  0.  1.  1.  3.  2.  0.  2.  2.  0.
  1.  1.  1.  0.  1.  1.  1.  1.  0.  1.  1.  1.  2.  1.  0.  2.  0.  1.
  0.  0.  0.  0.  0.  1.  0.  2.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  2.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3247,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,1,"[ 0.  0.  0.  0.  2.  3.  3.  1.  5.  0.  2.  4.  5.  7.  2.  8.  5.  5.
  9.  5.  6.  4.  1.  6.  5.  5.  5.  2.  4.  5.  3.  0.  4.  6.  2.  4.
 10.  6.  5.  9.  3.  4.  4.  4.  3.  1.  2.  8.  5.  2.  2.  6.  3.  1.
  4.  1.  2.  2.  1.  3.  3.  2.  3.  2.  2.  4.  3.  4.  3.  1.  5.  0.
  4.  1.  1.  0.  1.  2.  1.  5.  2.  0.  3.  0.  2.  2.  4.  4.  2.  2.
  1.  0.  1.  1.  1.  0.  1.  0.  2.  0.  2.  0.  0.  0.  0.  1.  0.  2.
  1.  0.  1.  1.  1.  1.  0.  0.  0.  2.  1.  1.  0.  1.  1.  0.  0.  2.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.]"
3248,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,2,"[ 0.  1.  1.  1.  0.  0.  1.  2.  0.  2.  0.  2.  2.  1.  1.  5.  4. 10.
  6.  7.  6.  5.  4.  7.  8. 13.  4.  5. 14.  7.  2.  4.  2.  6.  6.  7.
  5.  7.  8.  3.  7. 11.  6.  4.  3.  2.  3.  6.  3.  6.  3.  3.  4.  3.
  2.  2.  3.  4.  3.  2.  1.  3.  3.  1.  0.  2.  1.  2.  2.  0.  2.  1.
  1.  0.  2.  3.  0.  0.  3.  1.  0.  1.  1.  1.  0.  1.  1.  2.  1.  0.
  1.  2.  0.  2.  1.  1.  2.  2.  1.  2.  0.  2.  0.  1.  2.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.
  1.  0.  2.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
3249,300,simple,0.05,barabasi-albert,10,0.25,0.5,0.005,2,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  2.  2.  1.  4.  1.  3.  3.
  4.  7.  3.  3.  0. 10. 11.  6.  7.  2.  8.  6.  3.  5.  6.  6.  2.  4.
  8.  3.  5.  5.  1.  6.  4.  3.  4.  5.  6.  7.  5.  4.  3.  4.  5.  0.
  2.  3.  7.  5.  2.  0.  2.  6.  1.  4.  1.  0.  6.  1.  3.  6.  0.  2.
  2.  1.  2.  4.  1.  0.  4.  0.  2.  2.  0.  2.  4.  3.  2.  0.  1.  1.
  1.  1.  1.  0.  2.  0.  2.  1.  1.  2.  1.  2.  2.  0.  1.  1.  2.  0.
  2.  1.  3.  0.  0.  2.  1.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  1.
  0.  0.  0.  0.  1.  2.  0.  2.  1.  1.  0.  2.  1.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  2.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
